video_id,gloss,split,url,bbox,fps,frame_start,frame_end,source
03434,arrive,val,https://www.youtube.com/watch?v=jPn0FQxkdBc,"[0, 0, 360, 240]",25,3873,3919,asl5200
70124,arrive,train,https://www.youtube.com/watch?v=lvqGMGFmuV4,"[155, 13, 502, 480]",25,5265,5398,northtexas
03440,arrive,train,https://www.handspeak.com/word/a/arrive.mp4,"[98, 21, 493, 480]",25,1,-1,handspeak
03441,arrive,val,https://www.signingsavvy.com/signs/mp4/14/14210.mp4,"[68, 12, 205, 192]",25,1,-1,signingsavvy
03442,arrive,train,https://www.youtube.com/watch?v=at6KPysyHg0,"[71, 7, 519, 360]",25,1,-1,aslu
03443,arrive,train,https://www.youtube.com/watch?v=y8pdn_zfFzU,"[292, 37, 949, 720]",25,1,-1,aslu
65096,arrive,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AR/ARRIVE-774.mp4,"[191, 22, 493, 370]",25,1,-1,aslsignbank
67371,arrive,train,https://youtu.be/5Yztl5YcS0I,"[94, 17, 383, 360]",25,1,-1,asllex
03444,arrive,train,http://www.aslpro.com/main/a/arrive.swf,"[0, 19, 214, 240]",25,1,-1,aslpro
03445,arrive,test,http://www.aslsearch.com/signs/videos/arrive.mp4,"[209, 35, 518, 400]",25,1,-1,aslsearch
03435,arrive,val,https://media.spreadthesign.com/video/mp4/13/62284.mp4,"[42, 0, 273, 240]",25,1,-1,spreadthesign
03436,arrive,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/arrive.mp4,"[414, 51, 806, 720]",25,1,-1,startasl
03437,arrive,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Arrive%202-xX6zndXcjHQ.mp4,"[742, 61, 1532, 1080]",25,1,-1,signschool
03438,arrive,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Arrive-BQv62tldXjk.mp4,"[644, 54, 1505, 1080]",25,1,-1,signschool
03439,arrive,train,https://media.asldeafined.com/vocabulary/1466645152.5647.mp4,"[124, 18, 525, 480]",25,1,-1,asldeafined
04790,balance,val,https://www.youtube.com/watch?v=pDqITge_TGs,"[0, 0, 360, 240]",25,441,503,asl5200
04800,balance,train,https://www.handspeak.com/word/b/balance.mp4,"[51, 6, 541, 480]",25,1,-1,handspeak
04801,balance,train,https://www.signingsavvy.com/signs/mp4/23/23213.mp4,"[77, 26, 210, 192]",25,1,-1,signingsavvy
04802,balance,val,https://www.signingsavvy.com/signs/mp4/23/23214.mp4,"[86, 26, 197, 192]",25,1,-1,signingsavvy
04803,balance,train,https://www.signingsavvy.com/signs/mp4/23/23215.mp4,"[60, 26, 234, 192]",25,1,-1,signingsavvy
04804,balance,train,https://www.youtube.com/watch?v=857JAHoSyzw,"[73, 24, 461, 360]",25,1,-1,aslu
65129,balance,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BALANCE-855.mp4,"[146, 22, 562, 370]",25,1,-1,aslsignbank
04795,balance,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/balance.mov,"[69, 12, 255, 180]",25,1,-1,elementalasl
67384,balance,train,https://youtu.be/c0xdS1ZmB2c,"[82, 18, 410, 360]",25,1,-1,asllex
04805,balance,test,http://www.aslpro.com/main/b/balance.swf,"[21, 20, 239, 240]",25,1,-1,aslpro
04806,balance,val,http://www.aslsearch.com/signs/videos/balance.mp4,"[205, 38, 503, 400]",25,1,-1,aslsearch
04796,balance,test,https://media.spreadthesign.com/video/mp4/13/244081.mp4,"[31, 2, 279, 240]",25,1,-1,spreadthesign
04797,balance,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balance-AwfklIGgTfY.mp4,"[668, 57, 1883, 1080]",25,1,-1,signschool
04798,balance,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balance-pPmpPMWBoj4.mp4,"[710, 67, 1696, 1080]",25,1,-1,signschool
04799,balance,train,https://media.asldeafined.com/vocabulary/1466648468.2435.mp4,"[101, 23, 578, 480]",25,1,-1,asldeafined
04895,banana,val,https://www.youtube.com/watch?v=pDqITge_TGs,"[0, 0, 360, 240]",25,687,759,asl5200
04900,banana,train,https://media.asldeafined.com/vocabulary/1466648737.6148.mp4,"[80, 28, 522, 480]",25,1,-1,asldeafined
04901,banana,train,https://www.handspeak.com/word/b/banana2.mp4,"[118, 6, 483, 360]",25,1,-1,handspeak
04902,banana,val,https://www.handspeak.com/word/b/banana.mp4,"[64, 0, 525, 480]",25,1,-1,handspeak
04903,banana,train,https://www.signingsavvy.com/signs/mp4/6/6776.mp4,"[68, 16, 212, 192]",25,1,-1,signingsavvy
04904,banana,train,https://www.youtube.com/watch?v=4yKyCDC-Tdc,"[289, 64, 948, 720]",25,1,-1,aslu
65135,banana,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BANANA-2089.mp4,"[216, 32, 467, 370]",25,1,-1,aslsignbank
65134,banana,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BANANA-392.mp4,"[195, 24, 493, 370]",25,1,-1,aslsignbank
67387,banana,train,https://youtu.be/4ceCCz-iatU,"[120, 18, 384, 360]",25,1,-1,asllex
04905,banana,test,http://www.aslpro.com/main/b/banana.swf,"[9, 14, 238, 240]",25,1,-1,aslpro
04906,banana,val,http://www.aslsearch.com/signs/videos/banana.mp4,"[213, 40, 479, 400]",25,1,-1,aslsearch
04896,banana,test,https://media.spreadthesign.com/video/mp4/13/455481.mp4,"[44, 0, 245, 240]",25,1,-1,spreadthesign
04897,banana,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/banana.mp4,"[368, 56, 833, 720]",25,1,-1,startasl
04898,banana,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Banana%202-7dm2Wk8HYIY.mp4,"[788, 60, 1758, 1076]",25,1,-1,signschool
04899,banana,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Banana-RGPODsAV9n4.mp4,"[845, 59, 1751, 1079]",25,1,-1,signschool
68990,beard,val,https://www.youtube.com/watch?v=w73mN_0UQSI,"[337, 6, 937, 720]",25,1,51,lillybauer
70254,beard,train,https://www.youtube.com/watch?v=WprUBqi3iBc,"[163, 39, 434, 360]",25,3866,4004,northtexas
05470,beard,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/beard.mp4,"[203, 19, 556, 414]",25,1,-1,startasl
05471,beard,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Beard-nm7gopWGZw8.mp4,"[485, 33, 1646, 1080]",25,1,-1,signschool
05472,beard,train,https://media.asldeafined.com/vocabulary/1466650094.4952.mp4,"[106, 27, 550, 480]",25,1,-1,asldeafined
05473,beard,train,https://media.asldeafined.com/vocabulary/1546572824.1237.mp4,"[147, 20, 550, 480]",25,1,-1,asldeafined
05474,beard,train,https://www.handspeak.com/word/b/beard-bandholz.mp4,"[301, 0, 1062, 720]",25,1,-1,handspeak
05475,beard,train,https://www.handspeak.com/word/b/beard.mp4,"[98, 0, 503, 360]",25,1,-1,handspeak
65156,beard,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEARD-2098.mp4,"[190, 40, 489, 370]",25,1,-1,aslsignbank
67397,beard,test,https://youtu.be/pH_2h_UrnX4,"[99, 19, 392, 360]",25,1,-1,asllex
05476,beard,val,https://www.signingsavvy.com/signs/mp4/8/8965.mp4,"[70, 17, 215, 192]",25,1,-1,signingsavvy
05477,beard,test,https://www.youtube.com/watch?v=d_ME0WTSuVI,"[347, 36, 982, 720]",25,1,-1,aslu
05479,beard,train,http://www.aslsearch.com/signs/videos/beard.mp4,"[235, 40, 502, 400]",25,1,-1,aslsearch
05467,beard,train,https://media.spreadthesign.com/video/mp4/13/123617.mp4,"[41, 12, 270, 240]",25,1,-1,spreadthesign
05468,beard,train,https://media.spreadthesign.com/video/mp4/13/186277.mp4,"[66, 0, 251, 240]",25,1,-1,spreadthesign
05595,because,val,https://www.youtube.com/watch?v=pDqITge_TGs,"[0, 0, 360, 240]",25,1356,1405,asl5200
05598,because,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Because%203-LGVgHAXsauE.mp4,"[651, 60, 1692, 1070]",25,1,-1,signschool
05599,because,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Because%204-b3FqnYMcDsc.mp4,"[581, 56, 1668, 1080]",25,1,-1,signschool
05600,because,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Because-v-z0cVFWk_g.mp4,"[680, 56, 1684, 1080]",25,1,-1,signschool
05601,because,train,https://media.asldeafined.com/vocabulary/1466680910.2916.mp4,"[42, 20, 530, 480]",25,1,-1,asldeafined
05603,because,train,https://www.handspeak.com/word/b/because.mp4,"[50, 50, 527, 479]",25,1,-1,handspeak
65158,because,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BECAUSE-34.mp4,"[154, 13, 470, 370]",25,1,-1,aslsignbank
65159,because,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BECAUSE-35.mp4,"[153, 11, 465, 370]",25,1,-1,aslsignbank
67399,because,train,https://youtu.be/cdXPk2cbN3U,"[67, 3, 379, 360]",25,1,-1,asllex
05605,because,test,https://www.signingsavvy.com/signs/mp4/6/6973.mp4,"[63, 14, 223, 192]",25,1,-1,signingsavvy
05606,because,val,https://www.signingsavvy.com/signs/mp4/8/8836.mp4,"[32, 0, 215, 192]",25,1,-1,signingsavvy
05607,because,test,https://www.youtube.com/watch?v=JdtueGNX97k,"[199, 44, 950, 720]",25,1,-1,aslu
05608,because,train,http://www.aslpro.com/main/b/because.swf,"[13, 7, 226, 240]",25,1,-1,aslpro
05609,because,train,http://www.aslsearch.com/signs/videos/because.mp4,"[145, 52, 538, 400]",25,1,-1,aslsearch
05596,because,train,https://media.spreadthesign.com/video/mp4/13/123624.mp4,"[36, 10, 264, 240]",25,1,-1,spreadthesign
07436,boy,val,https://www.youtube.com/watch?v=pDqITge_TGs,"[0, 0, 360, 240]",25,4233,4295,asl5200
69245,boy,train,http://aslbricks.org/New/ASL-Videos/boy.mp4,"[262, 29, 890, 720]",25,1,-1,aslbrick
69002,boy,train,https://www.youtube.com/watch?v=WmTNL-wFK14,"[303, 20, 913, 720]",25,1,36,lillybauer
07459,boy,val,https://www.youtube.com/watch?v=5H6OSAy-Mzs,"[233, 44, 925, 720]",25,1,-1,aslu
07460,boy,train,https://www.youtube.com/watch?v=E-wBrs3PJhU,"[202, 4, 930, 720]",25,1,-1,aslu
07461,boy,train,http://www.aslpro.com/main/b/boy.swf,"[0, 10, 237, 240]",25,1,-1,aslpro
65245,boy,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BOY-377.mp4,"[140, 18, 488, 370]",25,1,-1,aslsignbank
07452,boy,train,https://media.spreadthesign.com/video/mp4/13/125250.mp4,"[12, 8, 254, 240]",25,1,-1,spreadthesign
67433,boy,train,https://youtu.be/s7SmV4gec-U,"[87, 7, 376, 360]",25,1,-1,asllex
07462,boy,test,http://www.aslsearch.com/signs/videos/boy.mp4,"[168, 51, 555, 400]",25,1,-1,aslsearch
07453,boy,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/boy.mp4,"[188, 9, 517, 414]",25,1,-1,startasl
07454,boy,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Boy-Clm0Un7EOrE.mp4,"[478, 54, 1792, 1080]",25,1,-1,signschool
07455,boy,train,https://media.asldeafined.com/vocabulary/1466685230.7583.mp4,"[65, 29, 534, 480]",25,1,-1,asldeafined
07457,boy,train,https://www.handspeak.com/word/b/boy.mp4,"[26, 27, 531, 480]",25,1,-1,handspeak
07458,boy,train,https://www.signingsavvy.com/signs/mp4/6/6638.mp4,"[49, 8, 224, 192]",25,1,-1,signingsavvy
08363,business,val,https://www.youtube.com/watch?v=pDqITge_TGs,"[0, 0, 360, 240]",25,5103,5159,asl5200
08371,business,train,https://www.handspeak.com/word/b/business.mp4,"[75, 0, 543, 480]",25,1,-1,handspeak
08372,business,train,https://www.signingsavvy.com/signs/mp4/23/23797.mp4,"[72, 17, 223, 192]",25,1,-1,signingsavvy
08373,business,val,https://www.signingsavvy.com/signs/mp4/23/23798.mp4,"[76, 16, 222, 192]",25,1,-1,signingsavvy
08374,business,train,https://www.youtube.com/watch?v=ibAHUvKJlAY,"[77, 14, 441, 360]",25,1,-1,aslu
08375,business,train,https://www.youtube.com/watch?v=jl0R9L3EgPU,"[333, 39, 1021, 720]",25,1,-1,aslu
08376,business,train,https://www.youtube.com/watch?v=JzkPxd7VTBM,"[299, 48, 1015, 720]",25,1,-1,aslu
65275,business,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BU/BUSINESS-2142.mp4,"[201, 36, 485, 370]",25,1,-1,aslsignbank
67450,business,train,https://youtu.be/wX1Vwn5ASzM,"[99, 17, 374, 360]",25,1,-1,asllex
08377,business,test,https://www.youtube.com/watch?v=oQGNnu24SEE,"[296, 50, 1001, 720]",25,1,-1,aslu
08378,business,val,http://www.aslpro.com/main/b/business.swf,"[29, 3, 228, 240]",25,1,-1,aslpro
08379,business,test,http://www.aslsearch.com/signs/videos/business.mp4,"[222, 39, 485, 400]",25,1,-1,aslsearch
08368,business,train,https://media.spreadthesign.com/video/mp4/13/87732.mp4,"[57, 33, 233, 240]",25,1,-1,spreadthesign
08369,business,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Business-1X4YjbRK22M.mp4,"[690, 93, 1649, 1080]",25,1,-1,signschool
08370,business,train,https://media.asldeafined.com/vocabulary/1466725357.7383.mp4,"[95, 23, 554, 480]",25,1,-1,asldeafined
09178,careful,val,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,912,981,asl5200
70200,careful,train,https://www.youtube.com/watch?v=2DblIQ5n6xk,"[121, 28, 502, 480]",25,5489,5638,northtexas
09184,careful,train,https://www.handspeak.com/word/c/careful.mp4,"[45, 17, 254, 240]",25,1,-1,handspeak
09185,careful,val,https://www.signingsavvy.com/signs/mp4/9/9207.mp4,"[72, 15, 206, 192]",25,1,-1,signingsavvy
09186,careful,train,https://www.signingsavvy.com/signs/mp4/9/9208.mp4,"[76, 16, 206, 192]",25,1,-1,signingsavvy
09187,careful,train,https://www.youtube.com/watch?v=GgjVnyBLmhg,"[394, 20, 1030, 720]",25,1,-1,aslu
65307,careful,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CAREFUL-2160.mp4,"[196, 40, 484, 370]",25,1,-1,aslsignbank
65306,careful,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CAREFUL-68.mp4,"[202, 31, 473, 370]",25,1,-1,aslsignbank
67475,careful,train,https://youtu.be/ltUxgwLA__8,"[103, 9, 381, 360]",25,1,-1,asllex
09188,careful,test,http://www.aslsearch.com/signs/videos/careful.mp4,"[186, 62, 556, 400]",25,1,-1,aslsearch
09179,careful,val,https://media.spreadthesign.com/video/mp4/13/93902.mp4,"[63, 11, 236, 240]",25,1,-1,spreadthesign
09180,careful,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Babysit%2C%20Careful-DWkoB_Way20.mp4,"[679, 94, 1538, 1080]",25,1,-1,signschool
09181,careful,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Careful.mp4,"[422, 53, 906, 720]",25,1,-1,signschool
09182,careful,train,https://media.asldeafined.com/vocabulary/1466727394.8230.mp4,"[68, 24, 551, 480]",25,1,-1,asldeafined
09183,careful,train,https://www.handspeak.com/word/c/careful-be.mp4,"[63, 13, 249, 240]",25,1,-1,handspeak
09719,center,val,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,1598,1640,asl5200
09723,center,train,https://media.asldeafined.com/vocabulary/1468715256.1056.mp4,"[52, 0, 502, 480]",25,1,-1,asldeafined
09724,center,train,https://www.handspeak.com/word/c/center.mp4,"[8, 0, 517, 480]",25,1,-1,handspeak
09725,center,val,https://www.signingsavvy.com/signs/mp4/14/14929.mp4,"[71, 5, 208, 192]",25,1,-1,signingsavvy
09726,center,train,https://www.signingsavvy.com/signs/mp4/14/14930.mp4,"[76, 8, 208, 192]",25,1,-1,signingsavvy
09727,center,train,https://www.youtube.com/watch?v=9xbR8Yk9vXg,"[244, 35, 942, 720]",25,1,-1,aslu
09728,center,train,https://www.youtube.com/watch?v=EHp5m3a8qic,"[223, 36, 1000, 720]",25,1,-1,aslu
65324,center,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CE/CENTER-653.mp4,"[174, 16, 467, 370]",25,1,-1,aslsignbank
67481,center,train,https://youtu.be/Z4fCvo5QWkI,"[99, 16, 391, 360]",25,1,-1,asllex
09729,center,test,https://www.youtube.com/watch?v=ffFtDKuyw1Q,"[276, 37, 943, 720]",25,1,-1,aslu
09730,center,val,https://www.youtube.com/watch?v=YFE0U8AtABQ,"[278, 27, 941, 720]",25,1,-1,aslu
09731,center,test,http://www.aslpro.com/main/c/center.swf,"[15, 20, 229, 240]",25,1,-1,aslpro
09732,center,train,http://www.aslsearch.com/signs/videos/center.mp4,"[223, 41, 472, 400]",25,1,-1,aslsearch
09721,center,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Center%2C%20Central-oai4bYZwl8w.mp4,"[511, 41, 1519, 1080]",25,1,-1,signschool
09722,center,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Center-Y_ClL9j86Ao.mp4,"[601, 55, 1483, 1080]",25,1,-1,signschool
10099,chat,val,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,2240,2289,asl5200
68020,chat,train,https://www.youtube.com/watch?v=TxxT59yxUHU,"[113, 0, 1200, 720]",25,1,-1,valencia-asl
69056,chat,train,https://www.youtube.com/watch?v=YhEJ4XFzDso,"[95, 11, 582, 357]",25,1,62,lillybauer
10104,chat,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chat%2C%20What%27s%20Up%20with%20That-sKlt9rJIbP8.mp4,"[593, 125, 1676, 1080]",25,1,-1,signschool
10105,chat,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chat-sfwEEjBWDCQ.mp4,"[513, 55, 1458, 1080]",25,1,-1,signschool
10106,chat,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Good%20Talk-HQWkyLuEKLg.mp4,"[512, 70, 1708, 1080]",25,1,-1,signschool
10107,chat,train,https://media.asldeafined.com/vocabulary/1466730715.6615.mp4,"[105, 20, 583, 480]",25,1,-1,asldeafined
10108,chat,train,https://www.handspeak.com/word/c/chat-conversation.mp4,"[82, 0, 559, 480]",25,1,-1,handspeak
10109,chat,train,https://www.signingsavvy.com/signs/mp4/22/22576.mp4,"[73, 20, 214, 192]",25,1,-1,signingsavvy
10111,chat,test,https://www.signingsavvy.com/signs/mp4/22/22578.mp4,"[84, 20, 199, 192]",25,1,-1,signingsavvy
65338,chat,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAT-73.mp4,"[150, 14, 478, 370]",25,1,-1,aslsignbank
10102,chat,test,https://media.spreadthesign.com/video/mp4/13/455918.mp4,"[66, 0, 231, 240]",25,1,-1,spreadthesign
67487,chat,train,https://youtu.be/XZm-TwV5Llg,"[102, 20, 391, 360]",25,1,-1,asllex
10112,chat,train,https://www.signingsavvy.com/signs/mp4/22/22579.mp4,"[67, 18, 225, 192]",25,1,-1,signingsavvy
10114,chat,train,http://www.aslpro.com/main/c/chat.swf,"[23, 12, 225, 240]",25,1,-1,aslpro
68800,children,val,https://www.youtube.com/watch?v=pmha1kfPwJU,"[265, 11, 1070, 720]",25,1,44,lillybauer
10464,children,train,https://media.asldeafined.com/vocabulary/1466732427.1905.mp4,"[39, 23, 565, 480]",25,1,-1,asldeafined
10465,children,train,https://www.handspeak.com/word/c/children.mp4,"[38, 0, 589, 480]",25,1,-1,handspeak
10466,children,val,https://www.signingsavvy.com/signs/mp4/6/6356.mp4,"[61, 13, 223, 192]",25,1,-1,signingsavvy
10467,children,train,https://www.signingsavvy.com/signs/mp4/6/6357.mp4,"[15, 13, 219, 192]",25,1,-1,signingsavvy
10469,children,train,https://www.youtube.com/watch?v=5ldQgko88Ms,"[143, 21, 1187, 720]",25,1,-1,aslu
10470,children,train,http://www.aslpro.com/main/c/children_no_running.swf,"[0, 0, 239, 240]",25,1,-1,aslpro
65352,children,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHILDREN-76.mp4,"[95, 15, 552, 370]",25,1,-1,aslsignbank
10461,children,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/children.mp4,"[153, 17, 599, 414]",25,1,-1,startasl
67495,children,test,https://youtu.be/PyqbiNUL-lY,"[52, 18, 441, 360]",25,1,-1,asllex
10471,children,val,http://www.aslpro.com/main/c/children_slow.swf,"[0, 2, 250, 240]",25,1,-1,aslpro
10472,children,test,http://www.aslpro.com/main/c/children.swf,"[0, 8, 250, 240]",25,1,-1,aslpro
10473,children,train,http://www.aslpro.com/main/c/children_watch.swf,"[0, 4, 248, 240]",25,1,-1,aslpro
10474,children,train,http://www.aslsearch.com/signs/videos/children.mp4,"[103, 53, 615, 400]",25,1,-1,aslsearch
10462,children,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Children%202-xT5NjMfDLZI.mp4,"[596, 64, 1809, 1080]",25,1,-1,signschool
10696,christmas,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,3329,3378,asl5200
68554,christmas,val,https://www.youtube.com/watch?v=IkdUvdBRIuc,"[367, 33, 962, 720]",25,1,42,lillybauer
10708,christmas,test,https://www.signingsavvy.com/signs/mp4/5/5959.mp4,"[48, 1, 212, 192]",25,1,-1,signingsavvy
10709,christmas,val,https://www.signingsavvy.com/signs/mp4/5/5960.mp4,"[71, 7, 220, 192]",25,1,-1,signingsavvy
10711,christmas,train,https://www.signingsavvy.com/signs/mp4/6/6609.mp4,"[65, 15, 208, 192]",25,1,-1,signingsavvy
10712,christmas,train,https://www.youtube.com/watch?v=41xJpgSzFdI,"[281, 24, 953, 720]",25,1,-1,aslu
65357,christmas,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHRISTMAS-1064.mp4,"[170, 16, 494, 370]",25,1,-1,aslsignbank
10703,christmas,train,https://media.spreadthesign.com/video/mp4/13/399299.mp4,"[29, 4, 282, 240]",25,1,-1,spreadthesign
10713,christmas,train,http://www.aslpro.com/main/c/christmas_1.swf,"[7, 19, 203, 240]",25,1,-1,aslpro
10714,christmas,train,http://www.aslpro.com/main/c/christmas_2.swf,"[1, 11, 215, 240]",25,1,-1,aslpro
10715,christmas,train,http://www.aslsearch.com/signs/videos/christmas.mp4,"[232, 39, 486, 400]",25,1,-1,aslsearch
10704,christmas,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/christmas.mp4,"[410, 56, 833, 720]",25,1,-1,startasl
10705,christmas,train,https://media.asldeafined.com/vocabulary/1466733418.9821.mp4,"[119, 20, 548, 480]",25,1,-1,asldeafined
10706,christmas,train,https://www.handspeak.com/word/c/christmas2.mp4,"[49, 0, 561, 480]",25,1,-1,handspeak
10707,christmas,train,https://www.handspeak.com/word/c/christmas.mp4,"[82, 0, 495, 360]",25,1,-1,handspeak
11197,clock,val,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,3875,3937,asl5200
11198,clock,train,https://media.spreadthesign.com/video/mp4/13/399309.mp4,"[12, 6, 293, 240]",25,1,-1,spreadthesign
11199,clock,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clock.mp4,"[337, 60, 814, 720]",25,1,-1,startasl
11200,clock,val,https://media.asldeafined.com/vocabulary/1466899212.9557.mp4,"[85, 25, 603, 480]",25,1,-1,asldeafined
11201,clock,train,https://www.handspeak.com/word/c/clock-desk.mp4,"[64, 11, 266, 240]",25,1,-1,handspeak
11202,clock,train,https://www.handspeak.com/word/c/clock-wall.mp4,"[25, 12, 261, 240]",25,1,-1,handspeak
11203,clock,train,https://www.signingsavvy.com/signs/mp4/23/23833.mp4,"[71, 9, 250, 192]",25,1,-1,signingsavvy
11204,clock,train,https://www.youtube.com/watch?v=pAoM56DCisM,"[270, 51, 983, 720]",25,1,-1,aslu
11205,clock,train,https://www.youtube.com/watch?v=tPHSHfQaqbk,"[296, 29, 985, 720]",25,1,-1,aslu
11206,clock,test,http://www.aslpro.com//main/c/clock_grandfather.swf,"[0, 10, 242, 240]",25,1,-1,aslpro
67504,clock,val,https://youtu.be/ssDAJyrJndA,"[67, 16, 415, 360]",25,1,-1,asllex
11209,clock,test,http://www.aslpro.com/main/d/digital_clock.swf,"[15, 3, 240, 240]",25,1,-1,aslpro
11210,clock,train,http://www.aslpro.com/main/d/dome_clock.swf,"[1, 5, 242, 240]",25,1,-1,aslpro
11212,clock,train,http://www.aslpro.com/main/r/radio_clock.swf,"[11, 4, 241, 240]",25,1,-1,aslpro
11214,clock,train,http://www.aslsearch.com/signs/videos/clock.mp4,"[182, 55, 573, 400]",25,1,-1,aslsearch
11252,close,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/close.mp4,"[366, 57, 842, 720]",25,1,-1,startasl
68654,close,train,https://www.youtube.com/watch?v=leMbYTAgd1Q,"[328, 29, 939, 720]",25,1,38,lillybauer
11254,close,train,https://media.asldeafined.com/vocabulary/1466899244.7710.mp4,"[100, 26, 600, 480]",25,1,-1,asldeafined
11255,close,val,https://www.handspeak.com/word/c/close-door.mp4,"[69, 18, 271, 240]",25,1,-1,handspeak
11256,close,train,https://www.handspeak.com/word/c/close-emotion.mp4,"[67, 9, 261, 240]",25,1,-1,handspeak
11257,close,train,https://www.handspeak.com/word/c/close-hour2.mp4,"[70, 17, 263, 240]",25,1,-1,handspeak
11259,close,train,https://www.handspeak.com/word/c/close-near.mp4,"[69, 9, 258, 240]",25,1,-1,handspeak
11260,close,train,https://www.signingsavvy.com/signs/mp4/14/14713.mp4,"[67, 13, 207, 192]",25,1,-1,signingsavvy
11261,close,train,https://www.signingsavvy.com/signs/mp4/7/7816.mp4,"[70, 17, 239, 192]",25,1,-1,signingsavvy
11262,close,test,https://www.signingsavvy.com/signs/mp4/9/9543.mp4,"[61, 11, 210, 192]",25,1,-1,signingsavvy
11264,close,val,http://www.aslpro.com/main/c/close_door.swf,"[10, 20, 238, 240]",25,1,-1,aslpro
11265,close,test,http://www.aslpro.com/main/c/close_near.swf,"[5, 18, 226, 240]",25,1,-1,aslpro
11267,close,train,http://www.aslsearch.com/signs/videos/close3.mp4,"[167, 55, 559, 400]",25,1,-1,aslsearch
11268,close,train,http://www.aslsearch.com/signs/videos/close4.mp4,"[175, 53, 568, 400]",25,1,-1,aslsearch
11253,close,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Close-NMPc6CDj-PY.mp4,"[524, 77, 1533, 1080]",25,1,-1,signschool
13133,convince,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,5879,5931,asl5200
